name,line
Lois," She's 16, Peter."
Peter, You knew about this?
Sarah," Welcome to your new foster home. Baby Stewie, say hello to your new brothers and sisters."
Hispanic baby," Hola, Stewie."
Chinese baby," Ni hao, Stewie."
African baby, [click click] Stewie.
Stewie, Good God! I've been adopted by a Benetton ad!
 Stevens," I promise, it'll never happen again."
Clerk," I hope not, Mrs. Stevens. Because next time we won't just take him away, we'll kill him. Let's see. Stanley, Starkweather, Stevens!"
Chris, So this is where babies come from?
Brian," Yes, Chris. This is where babies come from."
Chris, You told me I came out of your vagina!
Clerk, Next!
Peter," Hi. Yeah, we're the Griffins."
Clerk," Griffin, Griffin...I'm sorry. I can't find your paperwork."
Lois, Well look harder! I want my baby back!
Peter," Lois, Lois, please, let me handle this. The name's Griffin. We're the ones who fed dog food to our crack-addicted baby. Jeez, I never was any good at dealing with the authorities."
Peter," Don't worry, Brian. I know how to handle this."
Cop," Sir, are you aware you were going 50 in.... I'm gonna have to ask you to put your shirt down, sir."
Peter," Ah, crap. I get the one straight cop in Rhode Island."
Stewie, [screams angrily] Damn it! I want pancakes! You people understand every language except English! Yo quiero pancakes! Donnez-moi pancakes! Click-click-bloody-click pancakes!
Sarah," Poor little guy. ""Pancakes"" must be street for ""crack."" Damn those parents of his."
Jack," Sarah, forgiveness. Now, Stewie, why don't you go play with the others?"
Chinese baby," Stewie, come complete our rainbow!"
Stewie," I've got a better idea. Let's go play ""swallow the stuff under the sink."""
Lois, You lied to them!
Peter, You told Child Services that we steal lawn mowers and cheat on our taxes and worship some guy named Stan.
Bonnie," Um, actually, I said Satan. That's a typo."
Quagmire, We didn't know who that woman was! It's not our fault!
Lois, No? Then whose fault is it?
Brian," It's all of yours! You were all working together just fine, but then you won that stupid trophy. You put some shiny hunk of metal before your own friendships."
Lois," Brian's right. We were so obsessed with that trophy, we lost sight of what was really going on. Well, now we have a real problem to deal with."
Peter, That's right! Somebody tipped off the cable company about our free Cinemax. Joe? ...And we have to get Stewie back! I remembered.
Cleveland," Well, we're here to help. And we must get our baby back."
Joe, Right on! Let's do it! Rock their world! Rock their world!
ALL, Yeah! Come on! Let's go! We can do it!
Sarah, See kids? One day the world is going to be just like our home. All races living together in harmony and love.
Stewie, Pancakes!
Sarah, He must still be working the junk out of his system. He needs hugs!
Stewie, Doorbell! Doorbell!
Cleveland," Hi. We're from the One World, One People Book-of-the-Month Club. Is there something missing in yourlife?"
Jack," You know, I just bet there is. Sarah, we have guests! And one of them is a homosexual!"
Bonnie," They're in place! God, it gets me hot when Joe lies to strangers. When I get him home, I swear to God I'm gonna grease up..."
Lois," That's fine, Debbie. Go, Chris."
Chris," Here we go, Dad!"
Indian baby," Stewie, would you like to learn how to wrap a turban?"
Stewie, Why don't you teach it to the Chinese girl? Or perhaps she can learn after her people invade your country.
Indian baby," Yee, would your people really do this?"
Stewie," Oh, try and stop them. And try and stop Pablo's people from using drug money to buy arms from Li's countrymen, who will in turn sell them to Ura's people so they can ethnically cleanse the rest of this nauseatingly diverse grab bag of genetic party favors you call a family. So now you all understand, yes? You all hate each other?"
All, [Crying]
Stewie," Oh, hosanna! It's the lesser of two evils."
Peter," Oh, hey, kids. I'm Santa Claus. Just practicing for Christmas."
Indian baby, But you're white. Jack and Sarah told me Santa is Indian.
African baby, Don't be stupid! Santa is black!
Indian baby, Santa can't be black. We do not fear him.
Chinese baby," Cram it, Gandhi! Santa is Asian."
Hispanic baby," How can he be Asian? Santa doesn't drive his sled 20 miles under the speed limit with his blinker on! Go back to your rice paddy, Mulan!"
Peter," Come on, Stewie. We're out of here."
Stewie," Dance, puppets! Dance!"
Peter," Lois, we got him. It's all over."
Lois," Careful, Peter. Joe and Cleveland can't stall them anymore. They're heading your way!"
Peter," Oh, crap!"
Jack, Hold it right there!
Peter, Or what?
Stewie, Don't shoot! Now shoot!
Lois," So, we're terribly sorry we broke into your home. But we just had to get Stewie back somehow."
Sarah," Well, that's a very long story. But we've grown attached to little Stewie. Plus, the law's on our side."
Peter," Oh, you people can kiss the fattest part of my ass! We'll be back, Stewie."
Sarah, Wait!
Jack, Is that a real Prada bag?
Peter," I'd like to propose a toast: to our neighbors! Sure they may be black, handicapped, and a heartless sex hound, but hey-if they moved out, some smelly Hawaiians might move in."
Joe," Hear, hear!"
Cleveland," Hey, where's Quagmire?"
Lois," Yes, if it wasn't for him, we never would have found out where Stewie's foster family lived."
Peter, He said he'd distract that social worker.
Sandy Balfour," Glen, honey, I have a question for you. What do you do for a living?"
Quagmire," Hey, I have a question for you, too. Why are you still here?"
Joe, What the heck happened to that trophy anyway?
Brian, I guess some mysteries are better left unsolved.
All, [Chattering]
Brian, [moaning]
Rod Serling, Submitted for your approval. A family pet with the uncontrollable urge to bury shiny objects in the yard. A shameful secret that nearly buried the peace and civility of an entire neighbor...
Lois, Stewie seems a little feverish after his ordeal. And he keeps asking for pancakes. Let's just let him rest.
Stewie," Oh! Flappy, what have you done to me? It's so hot. Now I'm freezing! Oh, what I wouldn't do for one syrup-soaked bite. [Screams]"
Stewie," Oh, Machiavelli! You've told me nothing I don't already know! Ah, Sun Tzu's ""The Art of War."""
Lois," Stewie, those books aren't for babies. Here. Watch the Teletubbies."
Stewie," How dare you! That book may hold the key to my enslaving of all mankind. Ooh, fuzzy."
Teletubby, [giddy laughter] Tickle.
Stewie," God, the more I resist, the more intriguing they become! I can't look away!"
Teletubbies, Again! Again!
Stewie," Yes! Yes! Again! Again! Oh, dear God, please once more!"
Peter," Sorry, Stewie. A&E Biography is doing the life of the other guy from Wham."
Stewie," I'm free! Free from the spell of those diabolical Teletubbies! Thank you. When the world is mine, your death shall be quick and painless."
 Weed," Attention, please. Tomorrow is softball practice. We have a lot of work to do for Saturday's game. Let's not forget how badly we were humiliated last year by Pawtucket Joke and Novelties."
Pawtucket players, [Raucous laughter]
Peter, [Peter giggles] Look at those morons and their stupid glasses.
Peter," Oh, man. I hate those guys. More than I hate spinach, traffic jams, and the last few years of M* A*S*H. You know, when Alan Alda took over behind the camera and the show got all dramatic and preachy? Huh, am I right? Who's with me?"
 Weed, This year we will defeat those Pranksters with our secret weapon: Guillermo.
Man, [Screaming]
 Weed, Bravo! I hired Guillermo because I believe he will be an asset to our company on and off the field.
Weed," Back to work, people."
Peter," Heya, Mr. Weed, I got a great idea for a new line of TV action figures. Facts of Life Transformers, huh? Watch the transformation: cute as a button/fat as a cow/radioactive scorpion. Huh? Watch out, Mrs. Garrett. Here comes Blair!"
 Weed, I'll consider it.
Peter," He'll consider it! Hey, I got another one where Natalie's one of those spittin' lizards from Jurassic Park."
Contestant," Pat, I would like to solve the puzzle. ""Go tuck yourself in."""
Pat Sajak, You got it.
Chris," Well, you were close, Dad."
Peter," Yeah. I still can't believe we missed the phrase, ""My hairy aunt."" Come on, Brian. I gotta get to softball practice."
Lois, Practice? I thought we were go next door and welcome our new neighbors.
Peter," Oh, no, no, no. I don't want anything to do with neighbors. Last guy who lived next door borrowed my toaster. Never saw it again."
Man," If that slut wants full custody of the kids, she's got it."
Lois," Peter, they might be very nice people."
Peter," ""Very nice people."" Yeah, that's what they always say. Then you open up the septic tank and bam! Skeleton city!"
